Timestamp,Temperature_C,Humidity_Percent,IT_Load_kW,Total_Power_kW,Cooling_Power_kW,PUE
2026-09-16 15:00:00,21.83,61.12,126.81,170.36,30.89,1.343
2026-09-16 16:00:00,28.14,48.36,132.07,181.34,42.8,1.373
2026-09-16 17:00:00,18.28,50.44,214.13,261.26,35.23,1.22
2026-09-16 18:00:00,27.77,45.78,155.89,210.99,40.65,1.353
2026-09-16 19:00:00,21.38,52.79,215.72,263.91,36.36,1.223
2026-09-16 20:00:00,19.42,39.91,219.81,265.3,37.17,1.207
2026-09-16 21:00:00,26.36,46.73,225.79,284.77,48.97,1.261
2026-09-16 22:00:00,25.55,64.08,235.83,293.6,46.31,1.245
2026-09-16 23:00:00,28.53,42.74,153.27,204.67,41.3,1.335
2026-09-17 00:00:00,26.82,54.7,134.21,183.35,42.94,1.366
2026-09-17 01:00:00,27.64,44.76,178.97,229.81,42.72,1.284
2026-09-17 02:00:00,21.38,58.2,143.1,186.98,30.85,1.307
2026-09-17 03:00:00,20.13,38.93,182.18,229.25,33.45,1.258
2026-09-17 04:00:00,27.01,64.09,199.95,253.94,47.62,1.27
2026-09-17 05:00:00,27.68,48.61,197.03,258.55,46.99,1.312
2026-09-17 06:00:00,29.89,42.08,143.67,197.11,45.15,1.372
2026-09-17 07:00:00,22.95,37.2,108.37,152.01,32.02,1.403
2026-09-17 08:00:00,22.46,40.09,153.19,199.75,34.04,1.304
2026-09-17 09:00:00,27.32,50.59,104.24,155.79,38.43,1.495
2026-09-17 10:00:00,22.09,45.11,231.32,280.35,34.58,1.212
2026-09-17 11:00:00,29.17,59.87,138.8,189.19,42.26,1.363
2026-09-17 12:00:00,28.3,47.93,106.26,159.28,39.43,1.499
2026-09-17 13:00:00,23.15,42.46,84.33,117.81,27.17,1.397
2026-09-17 14:00:00,27.01,53.51,189.79,246.31,44.47,1.298
2026-09-17 15:00:00,27.05,56.2,188.27,243.93,43.23,1.296
2026-09-17 16:00:00,19.24,40.01,137.9,181.08,31.4,1.313
2026-09-17 17:00:00,28.83,40.03,92.19,141.48,41.77,1.535
2026-09-17 18:00:00,24.06,36.1,149.64,198.5,35.13,1.327
2026-09-17 19:00:00,27.92,57.09,132.91,179.8,40.21,1.353
2026-09-17 20:00:00,21.84,54.91,195.11,236.87,36.22,1.214
2026-09-17 21:00:00,28.75,49.24,182.98,240.01,44.85,1.312
2026-09-17 22:00:00,22.67,60.33,141.98,185.49,33.75,1.306
2026-09-17 23:00:00,18.13,59.17,117.04,153.57,23.04,1.312
2026-09-18 00:00:00,28.86,52.56,247.97,305.67,48.87,1.233
2026-09-18 01:00:00,19.1,61.05,157.18,194.33,30.46,1.236
2026-09-18 02:00:00,21.83,41.18,197.01,248.14,37.77,1.26
2026-09-18 03:00:00,29.4,38.36,103.89,153.19,38.8,1.474
2026-09-18 04:00:00,29.41,43.09,162.55,216.35,46.91,1.331
2026-09-18 05:00:00,24.88,36.71,84.68,127.72,30.83,1.508
2026-09-18 06:00:00,25.58,50.94,165.93,216.19,40.15,1.303
2026-09-18 07:00:00,23.38,63.1,243.88,299.15,44.22,1.227
2026-09-18 08:00:00,21.52,36.18,145.32,186.76,31.84,1.285
2026-09-18 09:00:00,21.94,38.66,86.63,128.67,28.76,1.485
2026-09-18 10:00:00,26.07,48.57,85.26,131.45,32.89,1.542
2026-09-18 11:00:00,27.03,63.02,145.96,197.88,39.83,1.356
2026-09-18 12:00:00,27.5,44.48,107.2,150.67,37.41,1.405
2026-09-18 13:00:00,27.48,50.22,83.97,131.8,34.44,1.57
2026-09-18 14:00:00,19.09,36.25,208.56,253.24,32.97,1.214
2026-09-18 15:00:00,23.93,39.45,157.95,203.36,33.44,1.287
2026-09-18 16:00:00,18.69,64.6,129.17,163.19,25.39,1.263
2026-09-18 17:00:00,24.59,63.95,233.01,289.77,42.96,1.244
2026-09-18 18:00:00,23.3,35.15,99.74,142.41,30.41,1.428
2026-09-18 19:00:00,28.65,63.55,242.51,298.53,49.9,1.231
2026-09-18 20:00:00,22.21,54.17,133.37,174.32,31.86,1.307
2026-09-18 21:00:00,19.4,61.04,231.03,281.44,36.55,1.218
2026-09-18 22:00:00,19.72,48.64,182.5,221.9,33.92,1.216
2026-09-18 23:00:00,27.14,50.47,220.54,280.21,45.05,1.271
2026-09-19 00:00:00,25.42,49.67,247.28,302.58,43.5,1.224
2026-09-19 01:00:00,19.21,55.01,129.03,165.4,25.06,1.282
2026-09-19 02:00:00,19.01,39.19,243.39,286.11,35.01,1.176
2026-09-19 03:00:00,26.41,35.9,146.21,192.31,38.61,1.315
2026-09-19 04:00:00,18.87,44.24,145.54,186.37,26.41,1.281
2026-09-19 05:00:00,27.86,56.14,137.87,184.08,38.23,1.335
2026-09-19 06:00:00,26.47,41.06,172.04,225.36,40.56,1.31
2026-09-19 07:00:00,18.98,55.2,106.2,140.46,25.32,1.323
2026-09-19 08:00:00,19.02,64.1,174.13,212.17,31.65,1.218
2026-09-19 09:00:00,29.84,37.82,172.09,222.61,45.41,1.294
2026-09-19 10:00:00,22.49,55.18,209.52,257.64,37.67,1.23
2026-09-19 11:00:00,22.45,48.31,221.72,274.03,37.56,1.236
2026-09-19 12:00:00,27.75,61.04,154.88,205.52,41.96,1.327
2026-09-19 13:00:00,29.37,40.31,131.4,180.83,40.87,1.376
2026-09-19 14:00:00,29.83,55.78,124.09,176.35,43.82,1.421
2026-09-19 15:00:00,27.04,60.14,113.09,157.33,34.04,1.391
2026-09-19 16:00:00,22.52,63.34,89.8,127.44,28.24,1.419
2026-09-19 17:00:00,19.0,55.5,138.22,180.18,28.16,1.304
2026-09-19 18:00:00,27.33,49.92,125.94,175.43,39.43,1.393
2026-09-19 19:00:00,24.7,53.54,244.29,304.35,49.98,1.246
2026-09-19 20:00:00,23.09,61.07,174.81,218.51,37.32,1.25
2026-09-19 21:00:00,28.88,52.12,139.04,194.29,40.43,1.397
2026-09-19 22:00:00,19.33,35.91,178.68,217.28,31.1,1.216
2026-09-19 23:00:00,23.91,62.93,103.66,138.0,28.61,1.331
2026-09-20 00:00:00,18.14,55.69,155.49,194.6,27.48,1.252
2026-09-20 01:00:00,23.62,55.3,186.46,234.1,36.69,1.255
2026-09-20 02:00:00,18.68,41.47,163.11,203.16,30.89,1.246
2026-09-20 03:00:00,19.43,54.77,148.3,185.43,27.9,1.25
2026-09-20 04:00:00,19.41,46.82,248.95,298.6,36.8,1.199
2026-09-20 05:00:00,25.79,54.54,229.65,280.4,43.79,1.221
2026-09-20 06:00:00,26.95,38.2,185.98,245.97,46.78,1.323
2026-09-20 07:00:00,25.0,54.74,176.79,227.28,39.0,1.286
2026-09-20 08:00:00,29.55,64.98,185.51,245.53,50.83,1.324
2026-09-20 09:00:00,22.5,36.45,114.22,156.32,32.51,1.369
2026-09-20 10:00:00,21.43,64.32,147.17,187.62,32.88,1.275
2026-09-20 11:00:00,28.42,47.21,86.71,137.54,38.31,1.586
2026-09-20 12:00:00,20.68,61.12,160.84,203.65,32.68,1.266
2026-09-20 13:00:00,29.56,58.47,172.31,222.79,42.27,1.293
2026-09-20 14:00:00,18.15,52.01,118.72,153.84,24.16,1.296
2026-09-20 15:00:00,29.64,57.15,243.88,312.5,53.66,1.281
2026-09-20 16:00:00,18.52,61.36,234.61,278.41,34.45,1.187
2026-09-20 17:00:00,28.69,47.12,202.76,261.42,44.45,1.289
2026-09-20 18:00:00,24.33,44.81,170.68,217.17,38.05,1.272
2026-09-20 19:00:00,29.92,55.03,227.89,287.96,54.51,1.264
2026-09-20 20:00:00,18.89,59.24,102.21,136.25,27.0,1.333
2026-09-20 21:00:00,24.65,57.87,214.39,265.57,42.0,1.239
2026-09-20 22:00:00,29.63,58.93,101.22,150.86,42.45,1.49
2026-09-20 23:00:00,24.28,48.07,215.02,260.9,40.88,1.213
2026-09-21 00:00:00,25.55,59.54,126.88,174.1,33.07,1.372
2026-09-21 01:00:00,26.35,38.61,229.11,286.55,44.0,1.251
2026-09-21 02:00:00,23.45,51.33,240.49,298.46,45.55,1.241
2026-09-21 03:00:00,25.53,35.17,105.3,146.15,34.17,1.388
2026-09-21 04:00:00,25.01,44.74,158.65,202.58,37.72,1.277
2026-09-21 05:00:00,28.81,45.99,246.77,302.81,50.36,1.227
2026-09-21 06:00:00,18.55,46.89,162.18,207.02,32.6,1.276
2026-09-21 07:00:00,21.37,55.86,226.8,282.54,41.45,1.246
2026-09-21 08:00:00,29.4,46.66,180.08,240.34,50.95,1.335
2026-09-21 09:00:00,28.68,48.46,143.81,192.21,42.21,1.337
2026-09-21 10:00:00,23.47,42.13,128.58,172.79,34.08,1.344
2026-09-21 11:00:00,25.44,46.2,114.55,155.33,32.29,1.356
2026-09-21 12:00:00,21.33,41.82,209.51,257.96,39.71,1.231
2026-09-21 13:00:00,20.26,37.2,145.71,184.63,27.71,1.267
2026-09-21 14:00:00,23.56,53.1,166.92,216.24,37.13,1.295
2026-09-21 15:00:00,22.24,55.05,163.7,202.06,32.26,1.234
2026-09-21 16:00:00,25.0,53.58,178.14,222.07,38.58,1.247
2026-09-21 17:00:00,18.93,48.9,227.15,274.99,32.9,1.211
2026-09-21 18:00:00,29.69,46.39,246.73,305.11,51.06,1.237
2026-09-21 19:00:00,29.83,60.9,149.29,198.44,43.62,1.329
2026-09-21 20:00:00,26.38,50.57,220.68,271.7,44.12,1.231
2026-09-21 21:00:00,24.43,49.38,209.97,258.47,43.11,1.231
2026-09-21 22:00:00,21.71,35.77,177.5,218.98,32.56,1.234
2026-09-21 23:00:00,27.77,45.24,242.53,305.04,49.49,1.258
2026-09-22 00:00:00,26.22,46.41,114.08,161.38,38.89,1.415
2026-09-22 01:00:00,19.95,46.96,98.57,132.8,24.79,1.347
2026-09-22 02:00:00,28.93,52.41,225.17,284.9,47.97,1.265
2026-09-22 03:00:00,27.87,51.01,154.66,206.46,41.72,1.335
2026-09-22 04:00:00,29.4,53.24,223.98,289.97,52.37,1.295
2026-09-22 05:00:00,26.71,57.95,231.83,292.48,47.0,1.262
2026-09-22 06:00:00,25.36,59.39,90.62,127.95,32.23,1.412
2026-09-22 07:00:00,23.02,56.54,230.19,284.88,41.91,1.238
2026-09-22 08:00:00,29.19,63.67,156.21,207.9,42.08,1.331
2026-09-22 09:00:00,28.39,35.55,166.77,226.96,45.29,1.361
2026-09-22 10:00:00,18.54,40.87,186.52,227.91,31.55,1.222
2026-09-22 11:00:00,18.32,35.23,237.49,286.21,33.86,1.205
2026-09-22 12:00:00,22.52,54.42,83.25,122.55,26.76,1.472
2026-09-22 13:00:00,27.73,61.94,161.06,209.25,40.7,1.299
2026-09-22 14:00:00,29.85,42.3,196.91,256.89,49.59,1.305
2026-09-22 15:00:00,19.81,62.81,202.86,254.18,36.39,1.253
2026-09-22 16:00:00,25.13,36.81,197.73,251.54,40.24,1.272
2026-09-22 17:00:00,22.57,63.03,102.85,139.83,31.0,1.359
2026-09-22 18:00:00,29.64,45.55,130.9,181.72,38.76,1.388
2026-09-22 19:00:00,28.11,38.04,140.98,189.7,40.27,1.346
2026-09-22 20:00:00,28.06,49.58,216.75,269.19,47.37,1.242
2026-09-22 21:00:00,23.62,42.7,127.39,168.23,31.81,1.321
2026-09-22 22:00:00,22.98,43.55,115.82,153.03,29.86,1.321
2026-09-22 23:00:00,21.28,44.22,242.77,293.96,38.01,1.211
2026-09-23 00:00:00,18.68,59.09,81.51,113.0,23.12,1.386
2026-09-23 01:00:00,28.38,51.17,249.63,313.07,50.16,1.254
2026-09-23 02:00:00,27.75,44.34,195.06,240.83,40.76,1.235
2026-09-23 03:00:00,30.0,53.31,220.84,275.34,46.42,1.247
2026-09-23 04:00:00,29.96,56.48,130.09,179.63,42.13,1.381
2026-09-23 05:00:00,24.67,43.18,82.43,122.28,32.51,1.483
2026-09-23 06:00:00,27.23,47.41,205.44,250.9,39.78,1.221
2026-09-23 07:00:00,29.34,38.66,221.8,277.43,48.75,1.251
2026-09-23 08:00:00,28.2,40.43,205.88,262.15,45.71,1.273
2026-09-23 09:00:00,20.97,55.43,104.28,142.77,30.57,1.369
2026-09-23 10:00:00,23.41,40.44,208.08,256.24,38.99,1.231
2026-09-23 11:00:00,19.55,50.75,210.72,254.43,34.95,1.207
2026-09-23 12:00:00,29.45,56.27,191.95,253.52,47.81,1.321
2026-09-23 13:00:00,25.27,38.21,210.24,262.76,38.47,1.25
2026-09-23 14:00:00,20.74,52.02,223.81,272.29,38.56,1.217
2026-09-23 15:00:00,26.06,42.7,184.31,234.88,42.27,1.274
2026-09-23 16:00:00,25.42,63.89,95.06,135.88,34.75,1.429
2026-09-23 17:00:00,22.3,49.51,162.9,219.76,42.33,1.349
2026-09-23 18:00:00,19.36,59.18,93.2,119.13,20.33,1.278
2026-09-23 19:00:00,26.06,51.51,149.28,199.74,42.48,1.338
2026-09-23 20:00:00,24.24,36.3,149.21,192.92,35.73,1.293
2026-09-23 21:00:00,27.27,53.99,91.22,136.2,36.77,1.493
2026-09-23 22:00:00,24.24,63.54,139.3,181.36,35.42,1.302
2026-09-23 23:00:00,28.23,53.05,98.87,149.1,37.4,1.508
2026-09-24 00:00:00,24.62,59.58,217.4,264.81,41.19,1.218
2026-09-24 01:00:00,24.73,61.53,241.11,297.5,45.04,1.234
2026-09-24 02:00:00,28.52,41.84,92.29,133.66,35.13,1.448
2026-09-24 03:00:00,22.84,41.36,242.37,291.23,43.15,1.202
2026-09-24 04:00:00,19.61,53.33,168.84,213.02,30.09,1.262
2026-09-24 05:00:00,18.35,47.33,130.93,161.56,23.73,1.234
2026-09-24 06:00:00,27.06,60.2,93.07,141.42,35.14,1.52
2026-09-24 07:00:00,25.44,62.0,165.11,217.44,41.89,1.317
2026-09-24 08:00:00,26.45,45.6,215.07,264.65,43.81,1.231
2026-09-24 09:00:00,20.56,42.11,200.2,250.33,35.57,1.25
2026-09-24 10:00:00,19.64,58.42,88.54,119.08,23.08,1.345
2026-09-24 11:00:00,18.17,43.24,92.39,130.16,24.17,1.409
2026-09-24 12:00:00,22.21,59.68,148.49,189.74,34.56,1.278
2026-09-24 13:00:00,25.08,47.71,130.2,183.47,39.73,1.409
2026-09-24 14:00:00,22.71,55.03,119.51,155.91,31.27,1.305
2026-09-24 15:00:00,23.25,37.87,127.77,172.32,34.43,1.349
2026-09-24 16:00:00,28.85,53.72,216.59,278.08,48.8,1.284
2026-09-24 17:00:00,22.18,48.55,237.97,295.21,42.9,1.241
2026-09-24 18:00:00,24.17,52.6,148.87,197.68,34.72,1.328
2026-09-24 19:00:00,27.4,40.04,234.04,296.55,49.32,1.267
2026-09-24 20:00:00,22.76,57.11,134.65,181.06,32.52,1.345
2026-09-24 21:00:00,25.47,60.88,160.99,206.94,38.95,1.285
2026-09-24 22:00:00,28.35,41.5,118.42,166.45,40.18,1.406
2026-09-24 23:00:00,29.39,37.87,188.88,244.48,47.71,1.294
2026-09-25 00:00:00,19.76,35.71,246.43,292.33,37.13,1.186
2026-09-25 01:00:00,29.12,54.26,182.59,238.24,46.72,1.305
2026-09-25 02:00:00,23.91,53.21,140.83,189.55,38.28,1.346
2026-09-25 03:00:00,21.1,51.4,190.13,233.56,36.83,1.228
2026-09-25 04:00:00,23.51,41.96,100.9,145.88,33.07,1.446
2026-09-25 05:00:00,29.76,46.73,231.07,287.96,50.22,1.246
2026-09-25 06:00:00,23.91,52.83,165.52,208.96,35.33,1.262
2026-09-25 07:00:00,21.95,49.9,156.39,201.76,35.34,1.29
2026-09-25 08:00:00,25.6,64.63,179.6,235.08,42.52,1.309
2026-09-25 09:00:00,20.88,39.09,186.21,235.77,37.17,1.266
2026-09-25 10:00:00,18.91,55.85,92.2,126.19,22.53,1.369
2026-09-25 11:00:00,19.55,47.13,196.04,235.15,32.54,1.199
2026-09-25 12:00:00,19.54,47.85,121.13,155.31,23.72,1.282
2026-09-25 13:00:00,19.82,56.53,201.37,240.31,33.06,1.193
2026-09-25 14:00:00,19.67,55.77,219.83,265.68,37.08,1.209
2026-09-25 15:00:00,25.69,64.74,216.67,268.74,42.94,1.24
2026-09-25 16:00:00,20.18,38.85,173.93,212.79,33.47,1.223
2026-09-25 17:00:00,22.15,38.12,168.43,210.48,34.32,1.25
2026-09-25 18:00:00,28.76,56.73,104.29,158.98,40.13,1.524
2026-09-25 19:00:00,23.69,52.35,211.81,264.53,38.18,1.249
2026-09-25 20:00:00,26.01,43.22,126.14,171.94,37.28,1.363
2026-09-25 21:00:00,20.07,37.38,164.44,195.14,25.27,1.187
2026-09-25 22:00:00,20.31,37.57,128.33,163.47,28.35,1.274
2026-09-25 23:00:00,18.49,61.83,102.75,132.37,20.69,1.288
2026-09-26 00:00:00,20.03,40.76,187.02,236.92,35.41,1.267
2026-09-26 01:00:00,21.34,44.7,89.24,124.36,28.71,1.394
2026-09-26 02:00:00,20.12,41.8,207.27,255.61,35.7,1.233
2026-09-26 03:00:00,19.06,45.65,133.99,170.43,30.36,1.272
2026-09-26 04:00:00,19.45,37.08,80.02,116.51,21.68,1.456
2026-09-26 05:00:00,23.53,50.57,166.89,215.85,40.14,1.293
2026-09-26 06:00:00,20.48,37.03,87.96,128.33,27.62,1.459
2026-09-26 07:00:00,22.37,59.01,126.95,166.61,31.24,1.312
2026-09-26 08:00:00,24.04,42.01,200.19,253.81,42.35,1.268
2026-09-26 09:00:00,26.28,51.2,90.66,130.04,32.47,1.434
2026-09-26 10:00:00,18.47,61.4,222.69,261.02,31.87,1.172
2026-09-26 11:00:00,27.59,54.53,80.65,129.65,34.62,1.608
2026-09-26 12:00:00,25.53,50.99,121.96,171.14,35.0,1.403
2026-09-26 13:00:00,18.98,44.73,205.95,250.66,30.83,1.217
2026-09-26 14:00:00,28.48,44.99,133.77,188.89,43.87,1.412
2026-09-26 15:00:00,29.05,55.08,97.32,149.25,38.84,1.534
2026-09-26 16:00:00,18.73,64.82,141.24,175.03,28.1,1.239
2026-09-26 17:00:00,21.32,54.86,125.97,163.24,28.92,1.296
2026-09-26 18:00:00,27.67,51.73,223.26,275.13,43.73,1.232
2026-09-26 19:00:00,26.98,56.92,133.27,184.3,39.67,1.383
2026-09-26 20:00:00,20.21,48.96,214.12,254.3,31.63,1.188
2026-09-26 21:00:00,20.51,36.8,231.62,275.26,37.16,1.188
2026-09-26 22:00:00,22.45,51.87,153.75,195.95,31.23,1.274
2026-09-26 23:00:00,23.81,63.73,234.69,294.31,46.47,1.254
2026-09-27 00:00:00,25.42,40.26,144.14,192.45,39.48,1.335
2026-09-27 01:00:00,22.43,55.7,243.89,291.58,41.36,1.196
2026-09-27 02:00:00,23.55,41.03,95.18,135.61,33.47,1.425
2026-09-27 03:00:00,26.97,51.07,196.79,246.67,42.51,1.253
2026-09-27 04:00:00,18.44,37.9,163.95,201.81,29.86,1.231
2026-09-27 05:00:00,21.03,48.51,145.9,188.94,31.62,1.295
2026-09-27 06:00:00,26.56,57.68,187.56,241.94,43.37,1.29
2026-09-27 07:00:00,28.74,45.43,199.66,261.25,49.63,1.308
2026-09-27 08:00:00,24.14,54.95,80.74,121.5,32.13,1.505
2026-09-27 09:00:00,24.39,58.86,108.38,155.45,33.83,1.434
2026-09-27 10:00:00,19.29,62.82,201.22,237.98,29.72,1.183
2026-09-27 11:00:00,23.37,42.04,193.29,239.57,36.6,1.239
2026-09-27 12:00:00,24.39,46.98,244.23,301.12,43.88,1.233
2026-09-27 13:00:00,20.91,39.57,209.38,252.48,36.3,1.206
2026-09-27 14:00:00,21.23,64.77,241.63,284.65,36.92,1.178
2026-09-27 15:00:00,22.53,62.81,199.43,255.84,42.57,1.283
2026-09-27 16:00:00,18.24,51.2,130.67,167.95,28.85,1.285
2026-09-27 17:00:00,21.86,60.26,97.91,139.59,29.83,1.426
2026-09-27 18:00:00,20.54,50.63,212.91,254.15,35.98,1.194
2026-09-27 19:00:00,21.93,53.71,189.51,237.04,35.63,1.251
2026-09-27 20:00:00,19.44,37.67,88.19,118.66,22.31,1.345
2026-09-27 21:00:00,28.69,57.66,141.21,189.25,42.48,1.34
2026-09-27 22:00:00,25.12,38.83,242.66,299.37,45.61,1.234
2026-09-27 23:00:00,26.15,59.78,165.07,210.42,37.95,1.275
2026-09-28 00:00:00,27.47,58.46,153.56,204.59,42.16,1.332
2026-09-28 01:00:00,23.98,56.26,157.81,199.9,36.29,1.267
2026-09-28 02:00:00,19.04,36.08,115.51,143.97,21.99,1.246
2026-09-28 03:00:00,24.45,44.09,142.68,185.02,34.36,1.297
2026-09-28 04:00:00,25.04,42.89,142.87,184.93,36.17,1.294
2026-09-28 05:00:00,26.95,45.8,88.9,142.31,39.31,1.601
2026-09-28 06:00:00,23.18,37.63,210.49,256.27,40.72,1.218
2026-09-28 07:00:00,19.53,63.11,150.81,187.33,26.69,1.242
2026-09-28 08:00:00,21.41,51.61,219.77,264.66,38.66,1.204
2026-09-28 09:00:00,22.36,44.17,224.56,269.04,36.41,1.198
2026-09-28 10:00:00,25.75,46.91,116.04,168.37,38.08,1.451
2026-09-28 11:00:00,24.85,48.42,191.75,238.04,39.67,1.241
2026-09-28 12:00:00,22.27,53.02,160.29,208.99,34.05,1.304
2026-09-28 13:00:00,29.84,50.47,229.63,290.46,53.78,1.265
2026-09-28 14:00:00,25.27,62.58,116.68,161.76,32.66,1.386
2026-09-28 15:00:00,20.85,49.91,195.23,237.79,32.09,1.218
2026-09-28 16:00:00,19.22,64.76,183.32,227.49,30.33,1.241
2026-09-28 17:00:00,19.83,60.54,130.2,170.99,30.24,1.313
2026-09-28 18:00:00,20.95,41.26,103.22,138.21,24.65,1.339
2026-09-28 19:00:00,19.93,62.92,190.78,225.22,27.49,1.181
2026-09-28 20:00:00,20.24,38.49,205.56,246.12,33.9,1.197
2026-09-28 21:00:00,21.42,59.52,133.66,179.75,31.93,1.345
2026-09-28 22:00:00,20.08,46.42,189.62,233.59,35.69,1.232
2026-09-28 23:00:00,28.76,61.34,147.17,197.88,41.99,1.345
2026-09-29 00:00:00,18.96,61.04,201.25,245.56,31.72,1.22
2026-09-29 01:00:00,24.29,59.18,113.87,158.11,35.86,1.389
2026-09-29 02:00:00,22.92,58.7,231.34,283.01,37.15,1.223
2026-09-29 03:00:00,29.79,44.14,128.86,183.45,42.21,1.424
2026-09-29 04:00:00,19.34,37.43,142.52,182.3,28.8,1.279
2026-09-29 05:00:00,22.77,47.09,89.88,133.93,30.25,1.49
2026-09-29 06:00:00,29.63,40.21,98.96,143.8,39.35,1.453
2026-09-29 07:00:00,28.39,55.85,167.7,219.33,44.06,1.308
2026-09-29 08:00:00,27.8,45.38,125.49,169.91,34.77,1.354
2026-09-29 09:00:00,21.09,64.27,222.03,265.39,36.09,1.195
2026-09-29 10:00:00,20.05,54.23,82.5,120.52,25.58,1.461
2026-09-29 11:00:00,26.02,59.67,144.45,195.26,36.63,1.352
2026-09-29 12:00:00,29.15,38.98,137.35,189.42,42.83,1.379
2026-09-29 13:00:00,24.68,60.86,83.29,124.29,32.58,1.492
2026-09-29 14:00:00,24.86,62.68,101.14,148.45,32.7,1.468
2026-09-29 15:00:00,21.36,49.61,150.32,192.17,32.41,1.278
2026-09-29 16:00:00,27.23,53.19,163.79,213.71,40.03,1.305
2026-09-29 17:00:00,20.24,57.94,148.73,187.1,29.85,1.258
2026-09-29 18:00:00,21.88,40.25,170.26,220.02,35.67,1.292
2026-09-29 19:00:00,23.11,50.08,181.17,229.33,37.47,1.266
2026-09-29 20:00:00,24.09,46.96,81.69,123.81,29.5,1.516
2026-09-29 21:00:00,20.91,39.39,158.9,204.54,32.52,1.287
2026-09-29 22:00:00,19.38,46.03,243.79,290.21,38.0,1.19
2026-09-29 23:00:00,25.33,37.05,168.24,212.92,35.35,1.266
2026-09-30 00:00:00,21.46,35.77,195.18,246.79,38.13,1.264
2026-09-30 01:00:00,24.97,39.05,133.02,177.08,35.43,1.331
2026-09-30 02:00:00,19.85,63.89,211.58,260.07,35.56,1.229
2026-09-30 03:00:00,23.77,51.49,211.4,268.77,42.97,1.271
2026-09-30 04:00:00,24.39,63.97,168.62,215.19,35.33,1.276
2026-09-30 05:00:00,18.62,47.97,245.92,292.53,34.19,1.19
2026-09-30 06:00:00,22.04,44.35,101.34,142.98,28.59,1.411
2026-09-30 07:00:00,19.61,50.18,82.88,118.81,22.48,1.434
2026-09-30 08:00:00,18.76,48.19,210.93,256.36,36.48,1.215
2026-09-30 09:00:00,29.88,38.17,217.22,271.21,48.48,1.249
2026-09-30 10:00:00,21.87,54.22,100.44,137.18,27.73,1.366
2026-09-30 11:00:00,27.72,41.48,125.15,176.89,40.0,1.413
2026-09-30 12:00:00,21.06,53.59,82.98,116.31,23.82,1.402
2026-09-30 13:00:00,26.18,54.51,129.86,179.22,36.86,1.38
2026-09-30 14:00:00,27.12,39.56,211.43,266.24,46.23,1.259
2026-09-30 15:00:00,25.15,36.84,168.05,217.9,38.5,1.297
2026-09-30 16:00:00,23.66,58.42,139.18,180.48,34.44,1.297
2026-09-30 17:00:00,22.94,48.79,143.2,188.5,32.81,1.316
2026-09-30 18:00:00,22.19,36.74,80.23,115.36,24.67,1.438
2026-09-30 19:00:00,29.15,64.85,130.97,180.86,42.85,1.381
2026-09-30 20:00:00,27.97,36.73,189.9,246.47,48.65,1.298
2026-09-30 21:00:00,29.58,55.85,245.61,310.16,52.06,1.263
2026-09-30 22:00:00,19.49,64.51,224.0,269.43,35.61,1.203
2026-09-30 23:00:00,26.77,42.18,84.01,127.43,36.26,1.517
2026-10-01 00:00:00,29.26,39.27,232.76,295.4,47.97,1.269
2026-10-01 01:00:00,20.17,38.64,213.14,264.01,38.72,1.239
2026-10-01 02:00:00,18.8,44.1,212.66,260.85,33.61,1.227
2026-10-01 03:00:00,26.89,38.03,157.86,211.36,44.23,1.339
2026-10-01 04:00:00,24.89,55.76,147.66,193.1,35.69,1.308
2026-10-01 05:00:00,28.1,36.87,131.5,189.78,44.31,1.443
2026-10-01 06:00:00,19.68,50.28,91.17,127.78,26.36,1.402
2026-10-01 07:00:00,27.54,64.9,118.8,170.8,39.92,1.438
2026-10-01 08:00:00,20.42,59.42,121.92,158.3,28.85,1.298
2026-10-01 09:00:00,19.96,53.46,162.29,202.19,30.43,1.246
2026-10-01 10:00:00,19.97,44.19,207.07,250.22,36.92,1.208
2026-10-01 11:00:00,27.77,53.72,160.55,210.39,42.79,1.31
2026-10-01 12:00:00,25.98,50.81,89.83,125.07,30.23,1.392
2026-10-01 13:00:00,24.28,47.78,242.82,289.82,41.61,1.194
2026-10-01 14:00:00,22.31,38.92,240.26,295.34,40.31,1.229
2026-10-01 15:00:00,28.53,61.6,213.48,269.39,48.49,1.262
2026-10-01 16:00:00,22.71,48.49,248.53,301.99,41.83,1.215
2026-10-01 17:00:00,27.8,40.84,172.56,231.89,45.94,1.344
2026-10-01 18:00:00,23.27,46.03,243.67,292.67,38.5,1.201
2026-10-01 19:00:00,22.52,47.42,92.85,128.88,29.5,1.388
2026-10-01 20:00:00,23.55,59.83,142.17,185.51,31.07,1.305
2026-10-01 21:00:00,21.62,57.01,118.31,160.73,31.41,1.358
2026-10-01 22:00:00,26.97,58.08,113.29,162.94,37.33,1.438
2026-10-01 23:00:00,24.03,35.33,103.94,149.84,33.2,1.442
2026-10-02 00:00:00,20.79,47.48,185.81,232.88,32.32,1.253
2026-10-02 01:00:00,28.79,49.44,212.82,274.34,50.78,1.289
2026-10-02 02:00:00,22.61,35.58,178.31,224.99,38.26,1.262
2026-10-02 03:00:00,24.52,42.79,104.98,150.82,34.35,1.437
2026-10-02 04:00:00,28.88,57.81,217.89,272.06,48.49,1.249
2026-10-02 05:00:00,25.49,39.11,188.11,244.53,42.44,1.3
2026-10-02 06:00:00,19.4,51.06,145.99,179.55,27.37,1.23
